filename,banana_half-ripe,banana_overripe,banana_rotten,banana_unripe,freshripe,freshunripe,overripe,ripe,rotten,unripe
musa-acuminata-banana-840c8859-394a-11ec-a9ce-d8c4975e38aa_jpg.rf.852be8321761e714e08918b47a477416.jpg,0,0,0,0,0,0,1,0,1,0
musa-acuminata-banana-fab36ea4-394a-11ec-8225-d8c4975e38aa_jpg.rf.1f40b28973b7b1f5e583ec085dfb2359.jpg,0,0,0,0,0,0,0,1,0,0
musa-acuminata-banana-f20a647d-394a-11ec-8898-d8c4975e38aa_jpg.rf.8940ea21b62c8bf22b5059e489ba527a.jpg,0,0,0,0,1,0,0,1,0,0
istockphoto-531473378-612x612_jpg.rf.c9fa9dc4eae3734a83dd5f1076eb281b.jpg,1,0,0,0,0,0,0,0,0,0
musa-acuminata-banana-aeb83fe7-394a-11ec-b89c-d8c4975e38aa_jpg.rf.ea3cbfbc77a1b80897a594c6b3d0a7c4.jpg,0,0,0,0,0,0,0,1,0,0
musa-acuminata-mold-e691a8f1-1d0a-11ec-8d3f-d8c4975e38aa_jpg.rf.ed0aacfbb776d626a1ae4b41cf80807d.jpg,0,0,0,0,0,0,1,0,0,0
musa-acuminata-banana-fd88c598-394a-11ec-8b53-d8c4975e38aa_jpg.rf.549f0d80d20221710eeda412e32f6f52.jpg,0,0,0,0,0,0,0,1,0,0
musa-acuminata-overripe-75665408-2653-11ec-ab45-d8c4975e38aa_jpg.rf.32abd54a2052aaf272a6c1080524c0cc.jpg,0,0,0,0,0,0,1,0,1,0
musa-acuminata-banana-eb9205f6-394a-11ec-b0ca-d8c4975e38aa_jpg.rf.adf266398263d1ead5ab9deaeec3be40.jpg,0,0,0,0,1,0,0,0,0,0
download_jpg.rf.40ca997376f16d1e68b8ed09839d7159.jpg,1,0,0,0,0,0,0,0,0,0
musa-acuminata-banana-f1a53815-394a-11ec-89cb-d8c4975e38aa_jpg.rf.5377b28d8d78ed221a14d04babc08d66.jpg,0,0,0,0,1,0,0,1,0,0
musa-acuminata-rotten-a79fee07-1d0a-11ec-95a4-d8c4975e38aa_jpg.rf.3222f9948209bbbdfd97e6c2fc6cb97c.jpg,0,0,0,0,0,0,0,0,1,0
musa-acuminata-rotten-b56ee133-1d0a-11ec-ae92-d8c4975e38aa_jpg.rf.049b8c09420f05edf9f5a4b189ba28f1.jpg,0,0,0,0,0,0,0,0,1,0
Banana-Experiment-fb_jpg.rf.7665267bbcd64da2342dc3b4fb8c25bb.jpg,1,0,0,0,0,0,0,0,0,0
musa-acuminata-banana-b1b4d493-394a-11ec-85b5-d8c4975e38aa_jpg.rf.726cfb9f957968c2d5a8ace804fb8fc6.jpg,0,0,0,0,1,0,0,0,0,0
images-7-_jpg.rf.3c294084f375bbf44c2005507050df71.jpg,1,0,0,0,0,0,0,0,0,0
musa-acuminata-rotten-a83f9e9c-1d0a-11ec-a690-d8c4975e38aa_jpg.rf.327ce028e6fbd84b716be6ce4dfadde3.jpg,0,0,0,0,0,0,0,0,1,0
Best-Bananas-for-Banana-Bread-2_jpg.rf.bc8ca190a996fb079eb9e5aae4b564d6.jpg,1,0,0,0,0,0,0,0,0,0
musa-acuminata-ripe-71b41ad5-2653-11ec-a188-d8c4975e38aa_jpg.rf.f8d23bdd0d49ff32d7db58f9d1a86fbd.jpg,0,0,0,0,0,0,0,1,1,0
45df0f03-3b73-47a2-9cbf-863929631c46_jpg.rf.05fe0e776ba5e3f76be1d4ccd2383b12.jpg,1,0,0,0,0,0,0,0,0,0
musa-acuminata-freshunripe-2f86c029-2653-11ec-b741-d8c4975e38aa_jpg.rf.853556ae1a1539241e8f7a5942f68db7.jpg,0,0,0,0,0,1,0,0,0,0
musa-acuminata-banana-840b520e-394a-11ec-a630-d8c4975e38aa_jpg.rf.bdd1831f0870aa5000eef624c7dcec67.jpg,0,0,0,0,0,0,1,0,1,0
musa-acuminata-banana-8413d006-394a-11ec-af73-d8c4975e38aa_jpg.rf.d817b4f7d604761ba42ca0e7939b16bc.jpg,0,0,0,0,0,0,1,0,1,0
musa-acuminata-banana-b1b631cd-394a-11ec-bba2-d8c4975e38aa_jpg.rf.0bd77ec17944a46221d40d418e373aa1.jpg,0,0,0,0,1,0,0,0,0,0
musa-acuminata-banana-b4f0439d-394a-11ec-8d57-d8c4975e38aa_jpg.rf.33a305bd0b58bf7c71116e092f50a6ad.jpg,0,0,0,0,0,0,0,1,0,0
musa-acuminata-mold-e61a7bb0-1d0a-11ec-89c7-d8c4975e38aa_jpg.rf.b3d8c3434041a7841def27e280cc92ab.jpg,0,0,0,0,0,0,1,0,0,0
musa-acuminata-banana-8411af9e-394a-11ec-96ba-d8c4975e38aa_jpg.rf.3b15599154eac85b0dcbf523f920d8c3.jpg,0,0,0,0,0,0,1,0,1,0
musa-acuminata-rotten-b5701c05-1d0a-11ec-83de-d8c4975e38aa_jpg.rf.85efcecf7c901c8b0929b6dcb552a39e.jpg,0,0,0,0,0,0,0,0,1,0
musa-acuminata-overripe-767accc5-2653-11ec-abd1-d8c4975e38aa_jpg.rf.112f37e169220961a4b222f80e956cc2.jpg,0,0,0,0,0,0,1,0,0,0
45df0f03-3b73-47a2-9cbf-863929631c46_jpg.rf.9e7dc825f9126f7a7b3f0519bde53a80.jpg,1,0,0,0,0,0,0,0,0,0
musa-acuminata-banana-adf29e02-394a-11ec-ab60-d8c4975e38aa_jpg.rf.8572514975e9302d214e27e607091c67.jpg,0,0,0,0,0,0,0,1,0,0
musa-acuminata-overripe-76786a70-2653-11ec-8735-d8c4975e38aa_jpg.rf.54391f3682cab94614e85d9286d751f3.jpg,0,0,0,0,0,0,1,0,0,0
musa-acuminata-banana-ee417cd6-394a-11ec-9e4c-d8c4975e38aa_jpg.rf.c8bc438a5e129cb9018782e5cd6f4a36.jpg,0,0,0,0,0,0,0,1,0,0
musa-acuminata-overripe-76760851-2653-11ec-b006-d8c4975e38aa_jpg.rf.45553738c645af3777d8e75ad394465d.jpg,0,0,0,0,0,0,1,0,0,0
musa-acuminata-banana-afdcc489-394a-11ec-99a9-d8c4975e38aa_jpg.rf.7a08d8549d7e544807905d681a7e5924.jpg,0,0,0,0,1,0,0,0,0,0
musa-acuminata-rotten-a79d8c05-1d0a-11ec-9f6c-d8c4975e38aa_jpg.rf.aa0e873633f68dc25dbae267b38eacc4.jpg,0,0,0,0,0,0,0,0,1,0
musa-acuminata-banana-b47474fb-394a-11ec-8647-d8c4975e38aa_jpg.rf.68ddf87b4ecaeb1a7d03a8bd5654a038.jpg,0,0,0,0,1,0,0,0,0,0
musa-acuminata-banana-adf61a58-394a-11ec-ba10-d8c4975e38aa_jpg.rf.700c0cb1c65b6a4a879b5bd7c82cc4ce.jpg,0,0,0,0,0,0,0,1,0,0
musa-acuminata-overripe-7d9cf28d-2653-11ec-bb7e-d8c4975e38aa_jpg.rf.8aa7fb614cea8319a1c2e08eeeaccdb8.jpg,0,0,0,0,0,0,1,0,1,0
musa-acuminata-freshunripe-25df24cf-2653-11ec-9860-d8c4975e38aa_jpg.rf.ad8d927e19b2c178815f6f440a7a224e.jpg,0,0,0,0,0,1,0,0,0,0
musa-acuminata-banana-adefe37c-394a-11ec-a68a-d8c4975e38aa_jpg.rf.e2733bcc9ea766c3dbbbc8de07553ad1.jpg,0,0,0,0,0,0,0,1,0,0
istockphoto-531473378-612x612_jpg.rf.79524e973893cbbdbd171549e6d1785d.jpg,1,0,0,0,0,0,0,0,0,0
musa-acuminata-banana-e8d254d5-394a-11ec-b97e-d8c4975e38aa_jpg.rf.b4ebc9a1e598db5f588697757eae6c3b.jpg,0,0,0,0,0,0,0,1,0,0
musa-acuminata-overripe-7d83ac7b-2653-11ec-b49d-d8c4975e38aa_jpg.rf.a2154e600ebe73c15c44514f43e47304.jpg,0,0,0,0,0,0,1,0,0,0
musa-acuminata-mold-e698d051-1d0a-11ec-87b8-d8c4975e38aa_jpg.rf.5f50607b17e8c55183b5e60ef3c41648.jpg,0,0,0,0,0,0,1,0,0,0
musa-acuminata-banana-e80811da-394a-11ec-8c71-d8c4975e38aa_jpg.rf.38f2d5553c1ed8db099a43e59bb7de29.jpg,0,0,0,0,0,0,0,1,0,0
musa-acuminata-banana-f195d4d5-394a-11ec-8120-d8c4975e38aa_jpg.rf.82b60c8451202fd86c0862a120a5d71e.jpg,0,0,0,0,1,0,0,1,0,0
musa-acuminata-mold-e61f3fe3-1d0a-11ec-b881-d8c4975e38aa_jpg.rf.2cd5e2aab8d88ec98800ca5e0da5eadf.jpg,0,0,0,0,0,0,1,0,0,0
musa-acuminata-banana-ae97e29d-394a-11ec-8a89-d8c4975e38aa_jpg.rf.6d8f6510a87c6cdabfa677587a1a3497.jpg,0,0,0,0,0,0,0,1,0,0
musa-acuminata-banana-afe01b7a-394a-11ec-a318-d8c4975e38aa_jpg.rf.0c52657b0902aa406a83563f5bffe35b.jpg,0,0,0,0,1,0,0,0,0,0
000519__75465_jpg.rf.d8daa532f301ab803a88258d48f0e9dd.jpg,1,0,0,0,0,0,0,0,0,0
musa-acuminata-banana-b46e651b-394a-11ec-a790-d8c4975e38aa_jpg.rf.8f7dd21025aa9b1a39cec2976a52e21a.jpg,0,0,0,0,1,0,0,0,0,0
musa-acuminata-mold-e618197a-1d0a-11ec-86c2-d8c4975e38aa_jpg.rf.79e8f06c634f39b1cb91494d3e1eaa6f.jpg,0,0,0,0,0,0,1,0,0,0
banana-yelakki-500x515_jpg.rf.0efcc68242170e5121607669165604d9.jpg,1,0,0,0,0,0,0,0,0,0
45df0f03-3b73-47a2-9cbf-863929631c46_jpg.rf.94fd0a44415a9ef06e6065e40ecaa906.jpg,1,0,0,0,0,0,0,0,0,0
musa-acuminata-freshunripe-2ff4634e-2653-11ec-8162-d8c4975e38aa_jpg.rf.c6cf1135ae252d8bbae64a0ee0cf0916.jpg,0,0,0,0,0,1,0,0,0,0
musa-acuminata-banana-aec90047-394a-11ec-92a0-d8c4975e38aa_jpg.rf.3b6084944e081b08cab4a5265223475d.jpg,0,0,0,0,0,0,0,1,0,0
musa-acuminata-rotten-bded4594-1d0a-11ec-85de-d8c4975e38aa_jpg.rf.156a2d69f101ed69e4cbba9f3950fcff.jpg,0,0,0,0,0,0,0,0,1,0
musa-acuminata-banana-b4f715b3-394a-11ec-a0ad-d8c4975e38aa_jpg.rf.43a87f278e4647a08064aeef350fab97.jpg,0,0,0,0,0,0,0,1,0,0
musa-acuminata-overripe-7d9ec447-2653-11ec-8dc2-d8c4975e38aa_jpg.rf.8d6ce84532ef45b71472713d8f1d3f89.jpg,0,0,0,0,0,0,1,0,0,0
musa-acuminata-freshunripe-2552857b-2653-11ec-aae2-d8c4975e38aa_jpg.rf.8880a2b854a0cb402414a78da7626079.jpg,0,0,0,0,0,1,0,0,0,0
45df0f03-3b73-47a2-9cbf-863929631c46_jpg.rf.59d7b0f8b6be7ec06227d4692427dcc2.jpg,1,0,0,0,0,0,0,0,0,0
musa-acuminata-overripe-7e4327d2-2653-11ec-8537-d8c4975e38aa_jpg.rf.35e7e273bd69aa57c09f6e0230925aa8.jpg,0,0,0,0,0,0,1,0,0,0
Best-Bananas-for-Banana-Bread-2_jpg.rf.aca556380032f3e61e485f142c574668.jpg,1,0,0,0,0,0,0,0,0,0
musa-acuminata-banana-f1a159ba-394a-11ec-80ff-d8c4975e38aa_jpg.rf.ca52f6ae854bc531c762ac070bdc9988.jpg,0,0,0,0,1,0,0,1,0,0
musa-acuminata-rotten-bbceee80-1d0a-11ec-8a6d-d8c4975e38aa_jpg.rf.0a6058b90a8df27f0e5d23df53e2d1e6.jpg,0,0,0,0,0,0,0,0,1,0
musa-acuminata-banana-ebc4a6b8-394a-11ec-9314-d8c4975e38aa_jpg.rf.6e623dbf3f56fa21c4dd56182b8117e6.jpg,0,0,0,0,1,0,0,0,0,0
musa-acuminata-rotten-a83d3d81-1d0a-11ec-9db8-d8c4975e38aa_jpg.rf.d38977c2c548dfc5f36c40d25c0100b7.jpg,0,0,0,0,0,0,0,0,1,0
musa-acuminata-overripe-767d2ecc-2653-11ec-a1ea-d8c4975e38aa_jpg.rf.f7048404d58190c17e2c4e830a19872e.jpg,0,0,0,0,0,0,1,0,0,0
musa-acuminata-banana-8c6c846f-394a-11ec-9ab5-d8c4975e38aa_jpg.rf.51d131ece80b09b0677d62b122ed439e.jpg,0,0,0,0,0,0,0,0,1,0
musa-acuminata-banana-e9331176-394a-11ec-a71f-d8c4975e38aa_jpg.rf.7e7f395cd3baadca5e14ea6a494c0c93.jpg,0,0,0,0,0,0,0,1,0,0
images-4-_jpg.rf.c3b44ddde4768b1d365325be2e2700a8.jpg,1,0,0,0,0,0,0,0,0,0
musa-acuminata-banana-afda7fb8-394a-11ec-b669-d8c4975e38aa_jpg.rf.ea7e5b0b3d34ac0b07503f047fcf5a60.jpg,0,0,0,0,1,0,0,0,0,0
musa-acuminata-banana-ee4300f5-394a-11ec-b62a-d8c4975e38aa_jpg.rf.16e731e6052330d86de3de029a6ff39d.jpg,0,0,0,0,0,0,0,1,0,0
musa-acuminata-banana-e9350a19-394a-11ec-8eca-d8c4975e38aa_jpg.rf.dd21f9bfdf17140a7aa346c21c46d8e6.jpg,0,0,0,0,1,0,0,1,0,0
musa-acuminata-banana-fde8ebef-394a-11ec-bae4-d8c4975e38aa_jpg.rf.f7386a108b994346769b6fd4b82da502.jpg,0,0,0,0,0,0,0,1,0,0
musa-acuminata-rotten-beacfa48-1d0a-11ec-a89a-d8c4975e38aa_jpg.rf.5a508ec23351a9584cb8d7e5fe5e8e57.jpg,0,0,0,0,0,0,0,0,1,0
musa-acuminata-banana-adbb2464-394a-11ec-b72b-d8c4975e38aa_jpg.rf.64e8467cb64f21324ad64ea85c009760.jpg,0,0,0,0,1,0,0,0,0,0
images-4-_jpg.rf.9715a708c4cff3f30015b75bcd2f241d.jpg,1,0,0,0,0,0,0,0,0,0
musa-acuminata-banana-837b8d55-394a-11ec-bcf0-d8c4975e38aa_jpg.rf.801684e193fe66353c42260a84c307d7.jpg,0,0,0,0,0,0,1,0,0,0
000519__75465_jpg.rf.381b8db3f61a3a4f28285bf144c110f3.jpg,1,0,0,0,0,0,0,0,0,0
musa-acuminata-banana-8446cb4f-394a-11ec-8aed-d8c4975e38aa_jpg.rf.d0d947ee7a7fc2f0d68f47a5f6dce707.jpg,0,0,0,0,0,0,1,0,1,0
musa-acuminata-freshunripe-2f89224c-2653-11ec-8dfc-d8c4975e38aa_jpg.rf.0688a86091a6aa70039beda0af8623ad.jpg,0,0,0,0,0,1,0,0,0,0
musa-acuminata-banana-b478deb1-4037-11ec-9a67-94b86d66fd1d_jpg.rf.8152b0b438b0b2c5b223f18f8d7fbf86.jpg,0,0,0,0,0,1,0,0,0,1
musa-acuminata-overripe-7e5aa5ce-2653-11ec-9150-d8c4975e38aa_jpg.rf.682027dc3d10334740929810d18e7fed.jpg,0,0,0,0,0,0,1,0,0,0
musa-acuminata-mold-e691a8f0-1d0a-11ec-bfdd-d8c4975e38aa_jpg.rf.da3f7f50da1316156ac43be44d52b1d3.jpg,0,0,0,0,0,0,1,0,0,0
000519__75465_jpg.rf.e77af667b337b951214213f7fa29c53c.jpg,1,0,0,0,0,0,0,0,0,0
musa-acuminata-overripe-7568b600-2653-11ec-b660-d8c4975e38aa_jpg.rf.5844a013da49cef0bdb0b0ec665e2963.jpg,0,0,0,0,0,0,1,0,1,0
images_jpg.rf.b6f20296c587e4fb1d5c929c65fe8b3b.jpg,1,0,0,0,0,0,0,0,0,0
musa-acuminata-banana-b4f543ed-394a-11ec-a841-d8c4975e38aa_jpg.rf.5f438bc7aeebb8a86e91e891c1b96e7c.jpg,0,0,0,0,0,0,0,1,0,0
45df0f03-3b73-47a2-9cbf-863929631c46_jpg.rf.df29cad85f37a74b3f7e0f66b0104005.jpg,1,0,0,0,0,0,0,0,0,0
musa-acuminata-overripe-766094f2-2653-11ec-9028-d8c4975e38aa_jpg.rf.4c32fa63f11f9660641aae5990a7a443.jpg,0,0,0,0,0,0,1,0,0,0
musa-acuminata-overripe-7da157a9-2653-11ec-8d0b-d8c4975e38aa_jpg.rf.c8a7c39644879774a4243bf64afc8ad8.jpg,0,0,0,0,0,0,1,0,1,0
musa-acuminata-banana-eb8ce09d-394a-11ec-bc9d-d8c4975e38aa_jpg.rf.6f3582676d3e31ce939621b619084971.jpg,0,0,0,0,1,0,0,0,0,0
musa-acuminata-banana-adf79e76-394a-11ec-b13d-d8c4975e38aa_jpg.rf.4e4cd49cead79303bec37a68504ef76c.jpg,0,0,0,0,0,0,0,1,0,0
musa-acuminata-rotten-a83f9e9b-1d0a-11ec-a927-d8c4975e38aa_jpg.rf.51e52a43274e8bae573a09f599736c1c.jpg,0,1,0,0,0,0,0,0,0,0
images-4-_jpg.rf.4c26f4313d96c7cdfecf44842827aa17.jpg,1,0,0,0,0,0,0,0,0,0
musa-acuminata-freshunripe-260ed218-2653-11ec-8cf7-d8c4975e38aa_jpg.rf.16345539cb4ee4ab2a3f6e3fd011d99c.jpg,0,0,0,0,0,1,0,0,0,0
banana-yelakki-500x515_jpg.rf.67186bc2bea141db049f7c4806178e4f.jpg,1,0,0,0,0,0,0,0,0,0
000519__75465_jpg.rf.a431a2daa1fda2271193b2b6e0dfe23f.jpg,1,0,0,0,0,0,0,0,0,0
musa-acuminata-overripe-76bb26d0-2653-11ec-84ec-d8c4975e38aa_jpg.rf.e06289a03f19fd92e457e1a66bdce433.jpg,0,0,0,0,0,0,1,0,0,0
musa-acuminata-freshunripe-2fef9edf-2653-11ec-afe0-d8c4975e38aa_jpg.rf.76f0c3053ac4129a1a0f84c01b9ba967.jpg,0,0,0,0,0,1,0,0,0,0
musa-acuminata-banana-f214d9d1-394a-11ec-87c1-d8c4975e38aa_jpg.rf.9fb505fca50d7972754c17ed40bbda85.jpg,0,0,0,0,1,0,0,1,0,0
musa-acuminata-rotten-be97453c-1d0a-11ec-b0fa-d8c4975e38aa_jpg.rf.36edcb767adf536f8ef430a99327b7df.jpg,0,0,0,0,0,0,0,0,1,0
download_jpg.rf.ff94a401de813b95626daf20a22c7d4b.jpg,1,0,0,0,0,0,0,0,0,0
musa-acuminata-banana-e93cb254-394a-11ec-9060-d8c4975e38aa_jpg.rf.8f0da91085b36bba5fa2919f334b706a.jpg,0,0,0,0,1,0,0,1,0,0
images-4-_jpg.rf.75a6d883428f3b522ff47f010684e4b1.jpg,1,0,0,0,0,0,0,0,0,0
musa-acuminata-overripe-7e59489b-2653-11ec-9e53-d8c4975e38aa_jpg.rf.bddd7143988a5c53f38672b66e5fa739.jpg,0,0,0,0,0,0,1,0,0,0
musa-acuminata-banana-b1e02def-394a-11ec-82ff-d8c4975e38aa_jpg.rf.92fc6c108bdc6fe8025a95d4773eec0c.jpg,0,0,0,0,0,0,0,1,0,0
musa-acuminata-rotten-a8446409-1d0a-11ec-823e-d8c4975e38aa_jpg.rf.26ead31f352c3f88732cf4c16f331b1f.jpg,0,0,0,0,0,0,0,0,1,0
images-3-_jpg.rf.06f5fcc2f05030a0c8d5836c870fded9.jpg,1,0,0,0,0,0,0,0,0,0
musa-acuminata-banana-ee4546cc-394a-11ec-b4ba-d8c4975e38aa_jpg.rf.176530d86e76a13436473ed24186aac0.jpg,0,0,0,0,0,0,0,1,0,0
musa-acuminata-rotten-beb21457-1d0a-11ec-9246-d8c4975e38aa_jpg.rf.d24a218283af51c9dcb930c700772cb8.jpg,0,0,0,0,0,0,0,0,1,0
images_jpg.rf.eff2119374fff9c56b2721dd806482aa.jpg,1,0,0,0,0,0,0,0,0,0
musa-acuminata-rotten-b56acc2b-1d0a-11ec-a628-d8c4975e38aa_jpg.rf.bd971f34305dcec46d6d85672b2acfe3.jpg,0,0,0,0,0,0,0,0,1,0
musa-acuminata-rotten-b5728aa8-1d0a-11ec-ba4a-d8c4975e38aa_jpg.rf.97aae3c6b4a9af2c1dfc9003f4faeb60.jpg,0,0,0,0,0,0,0,0,1,0
images_jpg.rf.812127de90a44aadddd8923fda03a629.jpg,1,0,0,0,0,0,0,0,0,0
musa-acuminata-overripe-7568b5ff-2653-11ec-a4c3-d8c4975e38aa_jpg.rf.c7e1a51fa86984e315acc123b3736e20.jpg,0,0,0,0,0,0,1,0,1,0
images-4-_jpg.rf.62a2c4501f6333043607bf69de212e60.jpg,1,0,0,0,0,0,0,0,0,0
musa-acuminata-banana-83da5aa4-394a-11ec-a578-d8c4975e38aa_jpg.rf.f3bcfb17cef74636ed9951cac2c7ee91.jpg,0,0,0,0,0,0,1,0,0,0
image-of-cavendish-bananas-fruit-17004825083948_400x398_jpg.rf.17a058ed6d7e373bc1607bf7376ff8ad.jpg,1,0,0,0,0,0,0,0,0,0
Best-Bananas-for-Banana-Bread-2_jpg.rf.f560e085dad769c1e2a954279e3a2fca.jpg,1,0,0,0,0,0,0,0,0,0
image-of-cavendish-bananas-fruit-17004825083948_400x398_jpg.rf.ca6fe62921ce18280afd49dc272ee576.jpg,1,0,0,0,0,0,0,0,0,0
musa-acuminata-overripe-76d2fc64-2653-11ec-92cc-d8c4975e38aa_jpg.rf.1270bf07b55d9c6548040ab598b357ca.jpg,0,0,0,0,0,0,1,0,0,0
musa-acuminata-banana-f2102873-394a-11ec-b024-d8c4975e38aa_jpg.rf.dec73c6d1742d1d06a63c98f03189cb8.jpg,0,0,0,0,1,0,0,1,0,0
images_jpg.rf.34287c202bbdf6f8e386ee6757563cac.jpg,1,0,0,0,0,0,0,0,0,0
musa-acuminata-banana-b45b0a4a-394a-11ec-bca6-d8c4975e38aa_jpg.rf.a182ce0092a995cd362144a2365a5ce0.jpg,0,0,0,0,1,0,0,0,0,0
musa-acuminata-freshunripe-2ff6c56f-2653-11ec-ba30-d8c4975e38aa_jpg.rf.3719acb1dc953aec431b2c13d94b3c22.jpg,0,0,0,0,0,1,0,0,0,0
musa-acuminata-banana-e8d44d6c-394a-11ec-a6be-d8c4975e38aa_jpg.rf.680a1d315c7784b37e23969b6872d177.jpg,0,0,0,0,0,0,0,1,0,0
images-3-_jpg.rf.1dd44e8178c7bb5f26369a8488729c93.jpg,1,0,0,0,0,0,0,0,0,0
musa-acuminata-banana-e936f118-394a-11ec-891f-d8c4975e38aa_jpg.rf.79104445e2cfe71d32fae34494792e75.jpg,0,0,0,0,1,0,0,1,0,0
musa-acuminata-freshunripe-336fcabe-2653-11ec-840e-d8c4975e38aa_jpg.rf.0b7e9b1e78576c1e6a6d013c7245554a.jpg,0,0,0,0,0,1,0,0,0,0
musa-acuminata-overripe-7e63b07d-2653-11ec-90e5-d8c4975e38aa_jpg.rf.7b340e9569f2d42874111a3e02c5dcad.jpg,0,0,0,0,0,0,1,0,0,0
musa-acuminata-banana-844b09c6-394a-11ec-9d89-d8c4975e38aa_jpg.rf.5e42604c557be729753eaaea970911cb.jpg,0,0,0,0,0,0,1,0,1,0
musa-acuminata-rotten-a846c669-1d0a-11ec-96ca-d8c4975e38aa_jpg.rf.46cab06226778423d4144c5a5329af69.jpg,0,0,0,0,0,0,0,0,1,0
images-2-_jpg.rf.f764950d1699c0a2c39c3b6533a6d717.jpg,1,0,0,0,0,0,0,0,0,0
musa-acuminata-rotten-a849271f-1d0a-11ec-83eb-d8c4975e38aa_jpg.rf.4e37331d25aeb570f99ebd5e69e21f7b.jpg,0,0,0,0,0,0,0,0,1,0
musa-acuminata-banana-fe579051-394a-11ec-8ca1-d8c4975e38aa_jpg.rf.0438e26c2e0a29921ea604a8888133fd.jpg,0,0,0,0,1,0,0,1,0,0
images-4-_jpg.rf.cd108f5fde148be8bb7b8576fe8eb700.jpg,1,0,0,0,0,0,0,0,0,0
musa-acuminata-banana-ae39988c-4037-11ec-b90f-94b86d66fd1d_jpg.rf.5d2f8d1779a4c109b729e1defbb70704.jpg,0,0,0,0,0,1,0,0,0,0
musa-acuminata-banana-b4ae7baa-394a-11ec-8eb5-d8c4975e38aa_jpg.rf.137889e2669c2af2989d49f1a301a704.jpg,0,0,0,0,1,0,0,0,0,0
Banana-Experiment-fb_jpg.rf.eb0c02221632d33ebc385cb6df3c1230.jpg,1,0,0,0,0,0,0,0,0,0
image-of-cavendish-bananas-fruit-17004825083948_400x398_jpg.rf.9a647516029a2b7e0e7abdcdbe2760e7.jpg,1,0,0,0,0,0,0,0,0,0
